,nmi,rand,sj,fs,method
378,1.0,1.0,0.0,1.0,Infomap
379,1.0,1.0,0.0,1.0,Oslom
380,1.0,1.0,0.0,1.0,Louvain
381,1.0,1.0,0.0,1.0,Directed Louvain
382,0.9972416240946058,0.9996916916916916,4.0,0.9961021679413883,Leiden
383,1.0,1.0,0.0,1.0,Infomap
384,1.0,1.0,0.0,1.0,Oslom
385,1.0,1.0,0.0,1.0,Louvain
386,1.0,1.0,0.0,1.0,Directed Louvain
387,0.9827187062014473,0.9947367367367366,61.0,0.9604530157411995,Leiden
388,1.0,1.0,0.0,1.0,Infomap
389,1.0,1.0,0.0,1.0,Oslom
390,1.0,1.0,0.0,1.0,Louvain
391,1.0,1.0,0.0,1.0,Directed Louvain
392,0.9850072770851491,0.9961941941941943,56.0,0.9660151819441619,Leiden
393,1.0,1.0,0.0,1.0,Infomap
394,1.0,1.0,0.0,1.0,Oslom
395,0.9936219882904546,0.998048048048048,25.0,0.9845299484331614,Louvain
396,0.9921771516813056,0.9971271271271271,35.0,0.9807550459330785,Directed Louvain
397,0.9986138141107862,0.9998418418418418,2.0,0.9980499999690755,Leiden
398,1.0,1.0,0.0,1.0,Infomap
399,1.0,1.0,0.0,1.0,Oslom
400,1.0,1.0,0.0,1.0,Louvain
401,0.9933362878485534,0.9978478478478479,25.0,0.9839372431826672,Directed Louvain
402,0.99464870957765,0.9994594594594595,8.0,0.9922366609179462,Leiden
403,1.0,1.0,0.0,1.0,Infomap
404,1.0,1.0,0.0,1.0,Oslom
405,1.0,1.0,0.0,1.0,Louvain
406,1.0,1.0,0.0,1.0,Directed Louvain
407,0.990597295351108,0.9968288288288287,37.0,0.9783749741602011,Leiden
408,1.0,1.0,0.0,1.0,Infomap
409,1.0,1.0,0.0,1.0,Oslom
410,1.0,1.0,0.0,1.0,Louvain
411,1.0,1.0,0.0,1.0,Directed Louvain
412,0.9921288684107656,0.9978678678678677,31.0,0.982150047480312,Leiden
413,1.0,1.0,0.0,1.0,Infomap
414,1.0,1.0,0.0,1.0,Oslom
415,1.0,1.0,0.0,1.0,Louvain
416,0.985550733228641,0.9950750750750751,60.0,0.9643617383692001,Directed Louvain
417,0.9959459422971143,0.9995715715715715,6.0,0.9941717045069748,Leiden
418,1.0,1.0,0.0,1.0,Infomap
419,1.0,1.0,0.0,1.0,Oslom
420,1.0,1.0,0.0,1.0,Louvain
421,1.0,1.0,0.0,1.0,Directed Louvain
422,0.9659110597284262,0.9894274274274273,131.0,0.9195326649152527,Leiden
423,1.0,1.0,0.0,1.0,Infomap
424,1.0,1.0,0.0,1.0,Oslom
425,1.0,1.0,0.0,1.0,Louvain
426,1.0,1.0,0.0,1.0,Directed Louvain
427,0.990221377358705,0.9973253253253253,31.0,0.9790898542122092,Leiden
428,1.0,1.0,0.0,1.0,Infomap
429,1.0,1.0,0.0,1.0,Oslom
430,0.9856631708795149,0.9951291291291291,56.0,0.9648509525256644,Louvain
431,0.9784202884752697,0.9927047047047047,85.0,0.9464659747058839,Directed Louvain
432,0.9908960858168643,0.9977217217217217,27.0,0.9808952932810269,Leiden
433,1.0,1.0,0.0,1.0,Infomap
434,1.0,1.0,0.0,1.0,Oslom
435,1.0,1.0,0.0,1.0,Louvain
436,1.0,1.0,0.0,1.0,Directed Louvain
437,0.9920809366768836,0.9977897897897897,27.0,0.9822743911657543,Leiden
438,1.0,1.0,0.0,1.0,Infomap
439,1.0,1.0,0.0,1.0,Oslom
440,0.9930852852598844,0.9977357357357357,29.0,0.9830863329794075,Louvain
441,1.0,1.0,0.0,1.0,Directed Louvain
442,0.997250930115622,0.9996956956956957,4.0,0.9961041125532293,Leiden
443,1.0,1.0,0.0,1.0,Infomap
444,1.0,1.0,0.0,1.0,Oslom
445,0.9936219882904546,0.998048048048048,25.0,0.9845299484331614,Louvain
446,1.0,1.0,0.0,1.0,Directed Louvain
447,0.9915653699834668,0.9981821821821821,31.0,0.9821676153028703,Leiden
448,1.0,1.0,0.0,1.0,Infomap
449,1.0,1.0,0.0,1.0,Oslom
450,1.0,1.0,0.0,1.0,Louvain
451,0.9926113141958157,0.9973653653653654,28.0,0.9821399489712828,Directed Louvain
452,0.9959791251876409,0.9995855855855855,6.0,0.99417878045676,Leiden
453,1.0,1.0,0.0,1.0,Infomap
454,1.0,1.0,0.0,1.0,Oslom
455,1.0,1.0,0.0,1.0,Louvain
456,0.9855139829123987,0.995035035035035,60.0,0.9642358438303356,Directed Louvain
457,0.9972533200027949,0.9996956956956957,4.0,0.996104985321379,Leiden
458,1.0,1.0,0.0,1.0,Infomap
459,1.0,1.0,0.0,1.0,Oslom
460,1.0,1.0,0.0,1.0,Louvain
461,0.9934763854348051,0.9979479479479479,25.0,0.9842247018083878,Directed Louvain
462,0.9826646245891391,0.9946426426426426,60.0,0.9603890379054296,Leiden
463,1.0,1.0,0.0,1.0,Infomap
464,1.0,1.0,0.0,1.0,Oslom
465,0.9935242491966352,0.998026026026026,29.0,0.9841003644338376,Louvain
466,1.0,1.0,0.0,1.0,Directed Louvain
467,0.9921288684107656,0.9978678678678677,31.0,0.982150047480312,Leiden
468,1.0,1.0,0.0,1.0,Infomap
469,1.0,1.0,0.0,1.0,Oslom
470,1.0,1.0,0.0,1.0,Louvain
471,0.9915215438493353,0.9966126126126126,36.0,0.9791902395828208,Directed Louvain
472,0.9887379719289894,0.9971031031031031,34.0,0.9767590594428496,Leiden
473,1.0,1.0,0.0,1.0,Infomap
474,1.0,1.0,0.0,1.0,Oslom
475,0.993644245514724,0.99802002002002,23.0,0.9847871898601777,Louvain
476,0.993644245514724,0.99802002002002,23.0,0.9847871898601777,Directed Louvain
477,0.978611694622347,0.9935815815815815,79.0,0.9486719729690087,Leiden
478,1.0,1.0,0.0,1.0,Infomap
479,1.0,1.0,0.0,1.0,Oslom
480,1.0,1.0,0.0,1.0,Louvain
481,1.0,1.0,0.0,1.0,Directed Louvain
482,0.9842919740038789,0.9957757757757757,58.0,0.964234074511358,Leiden
483,1.0,1.0,0.0,1.0,Infomap
